"","Group","filename","unittitle.text","didunitdate.text","didlanguage.attrs","didabstract.text","level","primarynode.attrs","didunitdate.attrs","container.text","didcontainer.attrs.1","didcontainer.attrs.2","scopecontentid.attrs","scopecontenthead.text","scopecontentp.text","accessrestrictid.attrs","accessrestricthead.text","accessrestrictp.text","note.text","Hierarchical_Relationship","Description_Level","Year_Num"
"9513",3088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2001: no. prilozhenie k gazete ""Solidarnost'"" no. 34"
"9514",3088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2002: no. prilozhenie k gazete ""Solidarnost'"" no. 24, prilozhenie k gazete ""Solidarnost'"" no. 26, prilozhenie k gazete ""Solidarnost'"" no. 48"
"9515",3088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2002: no. prilozhenie k gazete ""Solidarnost'"" no. 40"
"9516",3089,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROFSOIUZNYI KOLDOGOVOR prilozhenie k gazete ""Solidarnost'. "" See also: Solidarnost'. [Moscow, Russia. ]. 2002?-",NA,NA,NA,"series","series",NA,"280","Box","Box: ",NA,NA,NA,NA,NA,NA,"2002: prilozhenie k gazete ""Solidarnost'"" no. 472003: prilozhenie k gazete ""Solidarnost'"" no. 1",1,"Series",NA
"9517",3089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2002: no. prilozhenie k gazete ""Solidarnost'"" no. 47"
"9518",3089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2003: no. prilozhenie k gazete ""Solidarnost'"" no. 1"
"9519",3090,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROFSOIUZNYI KOORDINATSIONNYI SOVET prilozhenie k gazete ""Solidarnost'. "" See also: Solidarnost' Redaktor: Denis Pankin. Moscow, Russia. 2002-",NA,NA,NA,"series","series",NA,"280","Box","Box: ",NA,NA,NA,NA,NA,NA,"2002: prilozhenie k gazete ""Solidarnost'"" no. 16",1,"Series",NA
"9520",3090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2002: no.  prilozhenie k gazete ""Solidart'"" 16"
"9521",3091,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROFSOIUZNYI KUR'ER gazeta profsoiuzov Prikam'ia. Redaktor: Shitov, V. Perm', Russia. 19??-",NA,NA,NA,"series","series",NA,"281","Box","Box: ",NA,NA,NA,NA,NA,NA,"1993: no. 8(212)1994: no. 25/1(282) (!), no. 52(309)1995: no. 19(329)-23(333), no. 30(340), no. 32(342)-33(343), no. 35(345), no. 37(347), no. 39(349)-45(355), no. 47(357)-49(359), no. 52(362)1996: no. 1(363)",1,"Series",NA
"9522",3091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1993: no. 8(212)"
"9523",3091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1994: no. 25/1(282) (!), 52(309)"
"9524",3091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1995: no. 19(329)-23(333), 30(340), 32(342)-33(343), 35(345), 37(347), 39(349)-45(355), 47(357)-49(359), 52(362)"
"9525",3091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1996: no. 1(363)"
"9526",3092,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROFSOIUZNYI KUR'ER gazeta svobodnykh profsoiuzov. Redaktor: A. Pulkin, V. Bol'shakov. Sankt-Peterburg, Russia. 1997?-",NA,NA,NA,"series","series",NA,"532","Box","Box: ",NA,NA,NA,NA,NA,NA,"1997: spetsvypusk with headline ""Gorodom dolzhny upravliat', professionaly""2003: no. 2(13)-5/6(16)2004: no. 1/2(17)-7(20)2005: no. 1(21)-2(22), no. 7(27), spetsvypusk with headline ""Ekzekutsiia administratsii""2006: no. 1(28), spetsvypusk with headline ""Vashe mesto y ...""",1,"Series",NA
"9527",3092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1997: no.  spetsvypusk with headline ""Gorodom dolzhny upravliat', professionaly"""
"9528",3092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2003: no. 2(13)-5/6(16)"
"9529",3092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2004: no. 1/2(17)-7(20)"
"9530",3092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2005: no. 1(21)-2(22), 7(27), spetsvypusk with headline ""Ekzekutsiia administratsii"""
"9531",3092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2006: no. 1(28), spetsvypusk with headline ""Vashe mesto y ..."""
"9532",3093,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROFSOIUZNYI MEGAPOLIS prilozhenie k gazete ""Solidarnost'. "" See also: Solidarnost' Redaktory: Aleksei Reutskii, Liudmila Makarkina, Elena Emel'ianova, Alena Kuznetsova. Moscow, Russia. 2002-",NA,NA,NA,"series","series",NA,"281","Box","Box: ",NA,NA,NA,NA,NA,NA,"2002: prilozhenie k gazete ""Solidarnost'"" no. 36, prilozhenie k gazete ""Solidarnost'"" no. 432003: prilozhenie k gazete ""Solidarnost'"" no. 3, prilozhenie k gazete ""Solidarnost'"" no. 8, prilozhenie k gazete ""Solidarnost'"" no. 10, prilozhenie k gazete ""Solidarnost'"" no. 15, prilozhenie k gazete ""Solidarnost'"" no. 19, prilozhenie k gazete ""Solidarno2004: prilozhenie k gazete ""Solidarnost'"" no. 3, prilozhenie k gazete ""Solidarnost'"" no. 7, prilozhenie k gazete ""Solidarnost'"" no. 11, prilozhenie k gazete ""Solidarnost'"" no. 14, prilozhenie k gazete ""Solidarnost'"" dlia Moskovskoi oblasti no. 17, prilozh2005: prilozhenie k gazete ""Solidarnost'"" dlia Moskovskoi oblasti, no. 3, prilozhenie k gazete ""Solidarnost'"" no. 3, prilozhenie k gazete ""Solidarnost'"" dlia Moskovskoi oblasti, no. 12, prilozhenie k gazete ""Solidarnost'"" no. 12, prilozhenie k gazete ""Sol",1,"Series",NA
"9533",3093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2002: no. prilozhenie k gazete ""Solidarnost'"" no. 36, prilozhenie k gazete ""Solidarnost'"" no. 43"
"9534",3093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2003: no. prilozhenie k gazete ""Solidarnost'"" no. 3, prilozhenie k gazete ""Solidarnost'"" no. 8, prilozhenie k gazete ""Solidarnost'"" no. 10, prilozhenie k gazete ""Solidarnost'"" no. 15, prilozhenie k gazete ""Solidarnost'"" no. 19, prilozhenie k gazete ""Solidarno"
"9535",3093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2004: no. prilozhenie k gazete ""Solidarnost'"" no. 3, prilozhenie k gazete ""Solidarnost'"" no. 7, prilozhenie k gazete ""Solidarnost'"" no. 11, prilozhenie k gazete ""Solidarnost'"" no. 14, prilozhenie k gazete ""Solidarnost'"" dlia Moskovskoi oblasti no. 17, prilozh"
"9536",3093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2005: no. prilozhenie k gazete ""Solidarnost'"" dlia Moskovskoi oblasti, no. 3, prilozhenie k gazete ""Solidarnost'"" no. 3, prilozhenie k gazete ""Solidarnost'"" dlia Moskovskoi oblasti, no. 12, prilozhenie k gazete ""Solidarnost'"" no. 12, prilozhenie k gazete ""Sol"
"9537",3094,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROFSOIUZNYI OBKOM prilozhenie k gazete ""Solidarnost'. "" See also: Solidarnost' Redaktory: Denis Pankin. Moscow, Russia. 2002-",NA,NA,NA,"series","series",NA,"281","Box","Box: ",NA,NA,NA,NA,NA,NA,"2002: prilozhenie k gazete ""Solidarnost'"" no. 29, prilozhenie k gazete ""Solidarnost'"" no. 332003: prilozhenie k gazete ""Solidarnost'"" no. 9",1,"Series",NA
"9538",3094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2002: no. prilozhenie k gazete ""Solidarnost'"" no. 29, prilozhenie k gazete ""Solidarnost'"" no. 33"
"9539",3094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2003: no. prilozhenie k gazete ""Solidarnost'"" no. 9"
"9540",3095,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROFSOIUZNYI REITING prilozhenie k gazete ""Solidarnost'. "" See also: Solidarnost'. [Moscow, Russia. ]. 2001-",NA,NA,NA,"series","series",NA,"281","Box","Box: ",NA,NA,NA,NA,NA,NA,"2001: prilozhenie k gazete ""Solidarnost'"" no. 43",1,"Series",NA
"9541",3095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2001: no.  prilozhenie k gazete ""Solidart'"" 43"
"9542",3096,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROFSOIUZNYI RESKOM prilozhenie k gazete ""Solidarnost'. "" See also: Solidarnost' Redaktor: Denis Pankin. [Moscow, Russia. ]. 2003-",NA,NA,NA,"series","series",NA,"281","Box","Box: ",NA,NA,NA,NA,NA,NA,"2003: prilozhenie k gazete ""Solidarnost'"" no. 22",1,"Series",NA
"9543",3096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2003: no.  prilozhenie k gazete ""Solidart'"" 22"
"9544",3097,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROFSOIUZNYI VESTNIK informatsionnyi biulleten' Moskovskogo oblastnogo komiteta profsoiuza rabotnikov tekstil'noi i legkoi promyshlennosti. Moscow, Russia. 2000?-",NA,NA,NA,"series","series",NA,"281, 532","Box","Box: ",NA,NA,NA,NA,NA,NA,"2000: no. 1",1,"Series",NA
"9545",3097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2000: no. 1"
"9546",3098,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROFSOIUZNYI VESTNIK pechatnyi organ Soveta pervichnykh profsoiuznykh organizatsii GUP «TEK SPb». Redaktor: A. Romashov. Sankt-Peterburg, Russia. 2003-",NA,NA,NA,"series","series",NA,"532","Box","Box: ",NA,NA,NA,NA,NA,NA,"2004: no. 2",1,"Series",NA
"9547",3098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2004: no. 2"
"9548",3099,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROFSOIUZNYI VESTNIK Uchreditel': Chuvashskii respublikanskii sovet profsoiuzov. Redaktor: V. T. Zolotov. Cheboksary, Russia. 199?-",NA,NA,NA,"series","series",NA,"281","Box","Box: ",NA,NA,NA,NA,NA,NA,"1995: no. 10(126), no. 17(133)-18(134)",1,"Series",NA
"9549",3099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1995: no. 10(126), 17(133)-18(134)"
"9550",3100,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROFSOIUZY KRASNOIAR'IA prilozhenie k gazete ""Solidarnost'. "" See also: Solidarnost' Redaktor: Valerii Khobotkov. Krasnoiarsk, Russia. 2002-",NA,NA,NA,"series","series",NA,"281","Box","Box: ",NA,NA,NA,NA,NA,NA,"2003: unnumbered issue with headline ""Solidarnost' po-sibirski""2004: unnumbered issue with headline ""Zachem nuzhna gazeta""",1,"Series",NA
"9551",3100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2003: no. unnumbered issue with headline ""Solidarnost' po-sibirski"""
"9552",3100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2004: no. unnumbered issue with headline ""Zachem nuzhna gazeta"""
"9553",3101,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROFSPILOVKA HAZETA shchotyzhneve vydannia profspilok Ukrainy. Redaktory: A. Priadko, Oleg Gusev. Kiev, Ukraine. 1990?-",NA,NA,NA,"series","series",NA,"281","Box","Box: ",NA,NA,NA,NA,NA,NA,"1990: no. 6, no. 171998: no. 44(419)",1,"Series",NA
"9554",3101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1990: no. 6, 17"
"9555",3101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1998: no. 44(419)"
"9556",3102,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROGRESSIVNAIA DEMOKRATIIA gazeta rabochego samoupravleniie. Redaktor: V. Isaichikov. Moscow, Russia. 1995?-",NA,NA,NA,"series","series",NA,"532","Box","Box: ",NA,NA,NA,NA,NA,NA,"1995: no. 1-2",1,"Series",NA
"9557",3102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1995: no. 1-2"
"9558",3103,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROLETARII organ internatsional'nogo soiuza proletarskikh revoliutsionerov- kollektivistov. Odessa, Ukraine. 2006-",NA,NA,NA,"series","series",NA,"281","Box","Box: ",NA,NA,NA,NA,NA,NA,"2006: no. 3/4(003/004)",1,"Series",NA
"9559",3103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2006: no. 3/4(003/004)"
"9560",3104,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROLETARII gazeta rabochego klassa. Uchreditel': Vsesoiuznaia kommunisticheskaia rabochaia gvardiia bol'shevikov Redaktsionnyi kollektiv: P. I. Ognev, N. S. Kuznetsov, V. G. Somov, V. K. Stepanov, V. N. Iasenev, G. I. Pylaeva. [s. l. : s. n. ]. 1995-",NA,NA,NA,"series","series",NA,"281","Box","Box: ",NA,NA,NA,NA,NA,NA,"1995: no. 1(1)-7(7)1996: no. 1(8)",1,"Series",NA
"9561",3104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1995: no. 1(1)-7(7)"
"9562",3104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1996: no. 1(8)"
"9563",3105,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROLETARIST nereguliarnaia gazeta Proletarsko-kommunisticheskoi partii SSSR / partii proletarsko-obshchechelovecheskikh obiazannostei i svobod. [s. l. : s. n. ]. 1991?-",NA,NA,NA,"series","series",NA,"532","Box","Box: ",NA,NA,NA,NA,NA,NA,"1991: no. 77",1,"Series",NA
"9564",3105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1991: no. 77"
"9565",3106,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROLETARSKAIA GAZETA Izdatel' - Inars Pavelka, uchreditel'- Makarov A. A. Gl. redaktor Inars Pavelka. Sankt-Peterburg, Russia. March, 1999-",NA,NA,NA,"series","series",NA,"281","Box","Box: ",NA,NA,NA,NA,NA,NA,"1999: no. 1-52000: no. 6-102001: no. 11-142002: no. 15-182003: no. 19-212004: no. 22-242005: no. 252006: no. 26-272007: no. 282008: no. 29-302009: no. 31",1,"Series",NA
"9566",3106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1999: no. 1-5"
"9567",3106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2000: no. 6-10"
"9568",3106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2001: no. 11-14"
"9569",3106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2002: no. 15-18"
"9570",3106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2003: no. 19-21"
"9571",3106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2004: no. 22-24"
"9572",3106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2005: no. 25"
"9573",3106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2006: no. 26-27"
"9574",3106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2007: no. 28"
"9575",3106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2008: no. 29-30"
"9576",3106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2009: no. 31"
"9577",3107,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROLETARSKAIA PRAVDA gazeta Tverskoi oblastnoi organizatsii KPRF. Otv. za vypusk: V. Sergeev. Tver', Russia. 1997?-",NA,NA,NA,"series","series",NA,"281","Box","Box: ",NA,NA,NA,NA,NA,NA,"1997: no. 3(003), no. 13(013)-16(016)1998: no. 28(44)-29(45)2000: no. 28(135)",1,"Series",NA
"9578",3107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1997: no. 3(003), 13(013)-16(016)"
"9579",3107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1998: no. 28(44)-29(45)"
"9580",3107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2000: no. 28(135)"
"9581",3108,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROLETARSKAIA TRIBUNA zhurnal dlia mysliashchikh radikalov. Redaktory: D. G. Fedorov, V. V. Platonenko. Moscow, Russia. 199?-",NA,NA,NA,"series","series",NA,"532","Box","Box: ",NA,NA,NA,NA,NA,NA,"1997? no. 4",1,"Series",NA
"9582",3108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1997?: no. 4"
"9583",3109,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROLETARSKII SOVET nezavizimaia kommunisticheskaia gazeta. Redaktor: Valerii Stepanovich Uvarov. Dedovsk, Russia. 2005-",NA,NA,NA,"series","series",NA,"281","Box","Box: ",NA,NA,NA,NA,NA,NA,"2005: no. 1, no. 4-52006: no. 2(17)",1,"Series",NA
"9584",3109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2005: no. 1, 4-5"
"9585",3109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2006: no. 2(17)"
"9586",3110,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROLOG (Moscow: Demokraticheskaia partiia). Moscow, Russia. 1990?-",NA,NA,NA,"series","series",NA,"532","Box","Box: ",NA,NA,NA,NA,NA,NA,"1990: one unnumbered and undated issue (30 p. )",1,"Series",NA
"9587",3110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1990: no.  one unnumbered and undated issue (30 p. )"
"9588",3111,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROLOG (Moscow: Federatsiia Nezavisimykh Profsoiuzov RSFRS) ezhenedel'naia rossiiskaia profsoiuznaia gazeta. Gl. redaktor: Batarchuk, B. Moscow, Russia. 1990-",NA,NA,NA,"series","series",NA,"281/282","Box","Box: ",NA,NA,NA,NA,NA,NA,"1991: one unnumbered issue 16-22 January, no. 4(7)-5(8), no. 9(12), no. 12(15), no. 20(23)-24(27), no. 28(31), no. 30(33)-38(41), no. 40(43)-41(44), no. 43(46), no. 45(48)-48(51)1992: no. 1(52)-8(59), no. 12(63)-15(66), no. 17(68)",1,"Series",NA
"9589",3111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1991: no.  one unnumbered issue 16-22 January, 4(7)-5(8), 9(12), 12(15), 20(23)-24(27), 28(31), 30(33)-38(41), 40(43)-41(44), 43(46), 45(48)-48(51)"
"9590",3111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1992: no. 1(52)-8(59), 12(63)-15(66), 17(68)"
"9591",3112,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROMIN'Organ Skadovs'kogo raikomu kompartii Ukraiini. Skadovs'k, Ukraine. 1994?-",NA,NA,NA,"series","series",NA,"532","Box","Box: ",NA,NA,NA,NA,NA,NA,"1995: no. 2",1,"Series",NA
"9592",3112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1995: no. 2"
"9593",3113,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROMYSHLENNAIA PRAVDA Moskovskoe regional'noe otdelenie Rossiiskoi ob''edinennoi promyshlennoi partii. Redaktor: G. A. Sokolov. Moscow, Russia. Weekly. 1998-",NA,NA,NA,"series","series",NA,"282","Box","Box: ",NA,NA,NA,NA,NA,NA,"2000? one undated and unnumbered issue with headline ""Ekonomike -- politicheskuiu podderzhku""",1,"Series",NA
"9594",3113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2000?: no. one undated and unnumbered issue with headline ""Ekoike -- politicheskuiu podderzhku"""
"9595",3114,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROMYSHLENNIK ROSSII zhurnal dlia promyshlennikov i predprinimatelei. Uchreditel': Rossiiskii soiuz promyshlennikov i predprinimatelei. Glavnyi redaktor: A. Belenko. Moscow, Russia. 1999-",NA,NA,NA,"series","series",NA,"532","Box","Box: ",NA,NA,NA,NA,NA,NA,"2000: no. 7(14)",1,"Series",NA
"9596",3114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2000: no. 7(14)"
"9597",3115,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROMYSHLENNYE VEDOMOSTI ezhedekadnoe izdanie. Glavnyi redaktor: Moisei Gel'man. Moscow, Russia. 1999-",NA,NA,NA,"series","series",NA,"282","Box","Box: ",NA,NA,NA,NA,NA,NA,"2000: no. 3(4)",1,"Series",NA
"9598",3115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2000: no. 3(4)"
"9599",3116,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PROPELLER organ partkoma, rektorata, komiteta VLKSM i profkomov moskovskogo ordena Lenina i ordena oktiabr'skoi revoliutsii aviatsionnogo instituta im. Sergo Ordzhonikidze. Moscow, Russia. 1931-",NA,NA,NA,"series","series",NA,"282","Box","Box: ",NA,NA,NA,NA,NA,NA,"1989: no. 15(3273)",1,"Series",NA
"9600",3116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","1989: no. 15(3273)"
"9601",3117,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PRORVEMSIA! kommunisticheskaia partiia soiuza. Redaktor: N. Kh. Garifullina. Moscow, Russia. 2002?-",NA,NA,NA,"series","series",NA,"282","Box","Box: ",NA,NA,NA,NA,NA,NA,"2002: no. 2",1,"Series",NA
"9602",3117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2002: no. 2"
"9603",3118,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PRORYV obshchestvenno-politicheskii sbornik. Glavnyi redaktor: Iu. M. Martynov. Moscow, Russia. 2002-",NA,NA,NA,"series","series",NA,"532-533","Box","Box: ",NA,NA,NA,NA,NA,NA,"2002: no. 1-22003: no. 1(3)-4(6)2004: no. 1(7)-4(10)2005: no. 1(11)-3(13)2006: no. 2(15)",1,"Series",NA
"9604",3118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2002: no. 1-2"
"9605",3118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2003: no. 1(3)-4(6)"
"9606",3118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2004: no. 1(7)-4(10)"
"9607",3118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2005: no. 1(11)-3(13)"
"9608",3118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"File","2006: no. 2(15)"
"9609",3119,"C:/Users/kkalinin/Documents/R/win-library/3.6/HooverArchives/rusnewspapers.xml","PRORYV! gazeta molodezhnogo deistviia. Redaktor: Ol'ga Paterova. Tiraspol', Pridnestrov'e. Quarterly. 2005-",NA,NA,NA,"series","series",NA,"282","Box","Box: ",NA,NA,NA,NA,NA,NA,"2005: no. 2-92006: no. 8, no. 30, no. 32, no. 34",1,"Series",NA
